Date,0
2023-10-02,14256.841056516563
2023-10-03,14041.585385062624
2023-10-04,14251.361418749839
2023-10-05,14288.969753547048
2023-10-06,14565.687884356264
2023-10-09,14673.361294090073
2023-10-10,14625.13619636636
2023-10-11,14804.01668747954
2023-10-12,14772.961126701297
2023-10-13,14612.21535239845
2023-10-16,14734.061420836482
2023-10-17,14690.310886077925
2023-10-18,14567.526226911472
2023-10-19,14561.539936383737
2023-10-20,14344.174994325045
2023-10-23,14419.572327100967
2023-10-24,14519.776146937775
2023-10-25,14156.927607360662
2023-10-26,13749.966871471664
2023-10-27,13816.61633133334
2023-10-30,14057.817263728566
2023-10-31,14068.578936146216
2023-11-01,14349.854129035666
2023-11-02,14530.704850566743
2023-11-03,14617.343797435267
2023-11-06,14785.428771583145
2023-11-07,14952.713923394738
2023-11-08,15050.27066052048
2023-11-09,14950.07261757699
2023-11-10,15281.308405246627
2023-11-13,15177.398509609638
2023-11-14,15369.691347112423
2023-11-15,15422.602340341038
2023-11-16,15638.446259648677
2023-11-17,15499.43180676899
2023-11-20,15685.654132433841
2023-11-21,15628.509983505259
2023-11-22,15757.904484117393
2023-11-24,15647.72900851224
2023-11-27,15650.700033750814
2023-11-28,15740.929698877084
2023-11-29,15583.733650877319
2023-11-30,15518.563515497402
2023-12-01,15485.800539889935
2023-12-04,15266.82220213724
2023-12-05,15499.094441224142
2023-12-06,15383.686675621542
2023-12-07,15719.489547413554
2023-12-08,15746.141825464141
2023-12-11,15560.666291421107
2023-12-12,15611.951352737193
2023-12-13,15727.627275399662
2023-12-14,15598.902926091332
2023-12-15,15665.765539911225
2023-12-18,15754.45288448542
2023-12-19,15827.320163307297
2023-12-20,15779.543487288456
2023-12-21,15884.51698063486
2023-12-22,15893.45468829799
2023-12-26,15879.753515288914
2023-12-27,15829.509496511324
2023-12-28,15853.594976871203
2023-12-29,15817.047438157771
