Date,AAPL,GOOG,MSFT
2023-05-12,170.85931396484375,117.36410522460938,303.5755615234375
2023-05-15,170.36427307128906,116.40863800048828,304.0569763183594
2023-05-16,170.36427307128906,119.52388000488281,306.29718017578125
2023-05-17,170.97811889648438,120.9073257446289,309.1921691894531
2023-05-18,173.31471252441406,122.93769836425781,313.6429748535156
2023-05-19,173.42364501953125,122.66898345947266,313.4657287597656
2023-05-22,172.47315979003906,125.2766342163086,316.2622985839844
2023-05-23,169.8593292236328,122.70880126953125,310.4328918457031
2023-05-24,170.1365509033203,121.06657409667969,309.0444641113281
2023-05-25,171.27516174316406,123.76380157470703,320.9296875
2023-05-26,173.69094848632812,124.83870697021484,327.7929992675781
2023-05-30,175.54241943359375,124.05243682861328,326.13861083984375
2023-05-31,175.492919921875,122.78842163085938,323.36187744140625
2023-06-01,178.3047332763672,123.78370666503906,327.4877014160156
2023-06-02,179.15621948242188,124.6396484375,330.2644958496094
2023-06-05,177.79981994628906,126.03304290771484,330.7962951660156
2023-06-06,177.43350219726562,127.30702209472656,328.5708923339844
2023-06-07,176.05728149414062,122.3604507446289,318.42852783203125
2023-06-08,178.77999877929688,122.09172058105469,320.2798156738281
2023-06-09,179.16616821289062,122.29077911376953,321.7863464355469
2023-06-12,181.96807861328125,123.76380157470703,326.76885986328125
2023-06-13,181.49282836914062,123.84342193603516,329.1715393066406
2023-06-14,182.12648010253906,123.79364776611328,332.1748046875
2023-06-15,184.16607666015625,125.19700622558594,342.7701110839844
2023-06-16,183.08688354492188,123.47515869140625,337.08837890625
2023-06-20,183.17599487304688,123.26615142822266,332.8739318847656
2023-06-21,182.1364288330078,120.68836975097656,328.45269775390625
2023-06-22,185.14625549316406,123.28605651855469,334.5085144042969
2023-06-23,184.82945251464844,122.4400634765625,329.89031982421875
2023-06-26,183.43341064453125,118.52859497070312,323.56866455078125
2023-06-27,186.19577026367188,118.44896697998047,329.4472351074219
2023-06-28,187.3739776611328,120.50921630859375,330.7076721191406
2023-06-29,187.71058654785156,119.44426727294922,329.9198913574219
2023-06-30,192.04718017578125,120.39973449707031,335.3258361816406
2023-07-03,190.5521240234375,119.99166107177734,332.8148498535156
2023-07-05,189.433349609375,122.0519027709961,332.9724426269531
2023-07-06,189.9085693359375,120.35992431640625,336.04461669921875
2023-07-07,188.78977966308594,119.57363891601562,332.0566711425781
2023-07-10,186.74029541015625,116.3190689086914,326.74920654296875
2023-07-11,186.21554565429688,117.15509796142578,327.37939453125
2023-07-12,187.88880920410156,119.05610656738281,332.03692626953125
2023-07-13,188.6511688232422,124.24153137207031,337.413330078125
2023-07-14,188.79969787597656,125.10742950439453,339.953857421875
2023-07-17,192.0669708251953,124.47044372558594,340.4363708496094
2023-07-18,191.80953979492188,123.49507141113281,353.9856872558594
2023-07-19,193.1659698486328,122.20118713378906,349.6432189941406
2023-07-20,191.2154998779297,118.96651458740234,341.5588684082031
2023-07-21,190.0372772216797,119.74283599853516,338.5063171386719
2023-07-24,190.83924865722656,121.30543518066406,339.8258361816406
2023-07-25,191.7006378173828,122.2111587524414,345.6059875488281
2023-07-26,192.5718994140625,129.04876708984375,332.5982360839844
2023-07-27,191.3046112060547,129.2577667236328,325.6561279296875
2023-07-28,193.88873291015625,132.38296508789062,333.1890869140625
2023-07-31,194.50259399414062,132.48251342773438,330.776611328125
2023-08-01,193.6708984375,131.26824951171875,331.19012451171875
2023-08-02,190.67095947265625,128.0335693359375,322.4854736328125
2023-08-03,189.27490234375,128.16297912597656,321.65838623046875
2023-08-04,180.18594360351562,127.93405151367188,322.7611999511719
2023-08-07,177.07704162597656,131.31800842285156,325.0555114746094
2023-08-08,178.01763916015625,131.21849060058594,321.05767822265625
2023-08-09,176.42361450195312,129.53643798828125,317.2961730957031
2023-08-10,176.20578002929688,129.59617614746094,317.98541259765625
2023-08-11,176.2652587890625,129.5563507080078,316.09490966796875
2023-08-14,177.9209442138672,131.20855712890625,319.0784912109375
2023-08-15,175.92819213867188,129.6558837890625,316.93182373046875
2023-08-16,175.05575561523438,128.50137329101562,316.16217041015625
2023-08-17,172.50778198242188,129.84500122070312,312.688720703125
2023-08-18,172.9935760498047,127.50607299804688,312.2940368652344
2023-08-21,174.33200073242188,128.32220458984375,317.62261962890625
2023-08-22,175.71005249023438,129.07862854003906,318.1949157714844
2023-08-23,179.56671142578125,132.58203125,322.6748962402344
2023-08-24,174.86737060546875,129.80517578125,315.73785400390625
2023-08-25,177.07821655273438,130.07391357421875,318.7080078125
2023-08-28,178.6446990966797,131.16873168945312,319.41851806640625
2023-08-29,182.5409698486328,134.85128784179688,324.0661926269531
2023-08-30,186.0406951904297,136.28448486328125,324.44122314453125
2023-08-31,186.25880432128906,136.7025146484375,323.4248352050781
2023-09-01,187.8351593017578,136.1551055908203,324.3128967285156
2023-09-05,188.0731201171875,136.06553649902344,329.1382141113281
2023-09-06,181.3413543701172,134.73184204101562,328.4770812988281
2023-09-07,176.0372314453125,135.5579376220703,325.54638671875
2023-09-08,176.65191650390625,136.55322265625,329.8487243652344
2023-09-11,177.82180786132812,137.09068298339844,333.4701843261719
2023-09-12,174.7880401611328,135.4285430908203,327.3818054199219
2023-09-13,172.7159881591797,136.85179138183594,331.6150207519531
2023-09-14,174.2328643798828,138.33477783203125,334.2201232910156
2023-09-15,173.50909423828125,137.64804077148438,325.8522644042969
2023-09-18,176.44371032714844,138.304931640625,324.70758056640625
2023-09-19,177.5343017578125,138.175537109375,324.30303955078125
2023-09-20,173.98501586914062,133.9555206298828,316.5272521972656
2023-09-21,172.4383544921875,130.74073791503906,315.3037109375
2023-09-22,173.29098510742188,130.63128662109375,312.8170166015625
2023-09-25,174.56996154785156,131.54693603515625,313.3399963378906
2023-09-26,170.4852752685547,128.83973693847656,308.0114440917969
2023-09-27,168.96839904785156,130.8402862548828,308.6528625488281
2023-09-28,169.2261505126953,132.50241088867188,309.4915771484375
2023-09-29,169.74169921875,131.2284393310547,311.57366943359375
2023-10-02,172.25990295410156,134.5327911376953,317.5436096191406
2023-10-03,170.92147827148438,132.6715850830078,309.2449035644531
2023-10-04,172.17068481445312,135.6276092529297,314.7411804199219
2023-10-05,173.40997314453125,135.3489227294922,315.13592529296875
2023-10-06,175.9678497314453,138.0760040283203,322.9314880371094
2023-10-09,177.45498657226562,138.84237670898438,325.45758056640625
2023-10-10,176.86012268066406,138.5437774658203,324.0465087890625
2023-10-11,178.25802612304688,141.03199768066406,328.023193359375
2023-10-12,179.16021728515625,139.62864685058594,326.77984619140625
2023-10-13,177.31617736816406,137.92672729492188,323.3952331542969
2023-10-16,177.18731689453125,139.82769775390625,328.24029541015625
2023-10-17,175.63075256347656,140.32534790039062,327.6679382324219
2023-10-18,174.33200073242188,138.62339782714844,325.74371337890625
2023-10-19,173.9552459716797,138.3248291015625,326.9377136230469
2023-10-20,171.39739990234375,136.09539794921875,322.3492431640625
2023-10-23,171.51634216308594,137.24990844726562,324.96417236328125
2023-10-24,171.9525604248047,139.45945739746094,326.158203125
2023-10-25,169.6326446533203,126.07286834716797,336.1640319824219
2023-10-26,165.458740234375,122.85808563232422,323.5531005859375
2023-10-27,166.77735900878906,122.81827545166016,325.4477233886719
2023-10-30,168.82957458496094,125.15719604492188,332.8485107421875
2023-10-31,169.30548095703125,124.70932006835938,333.6379089355469
2023-11-01,172.47804260253906,126.96862030029297,341.4926452636719
2023-11-02,176.04718017578125,127.97386169433594,343.7128601074219
2023-11-03,175.13504028320312,129.75540161132812,348.13360595703125
2023-11-06,177.6929168701172,130.830322265625,351.81427001953125
2023-11-07,180.26072692871094,131.7758331298828,355.7613830566406
2023-11-08,181.321533203125,132.63177490234375,358.3960876464844
2023-11-09,180.8456573486328,131.06919860839844,355.9192810058594
2023-11-10,185.0448760986328,133.4280242919922,364.7804870605469
2023-11-13,183.45652770996094,133.00999450683594,361.8299865722656
2023-11-14,186.07733154296875,134.7915496826172,365.37255859375
2023-11-15,186.64317321777344,135.73709106445312,365.5208740234375
2023-11-16,188.33084106445312,138.046142578125,371.9479064941406
2023-11-17,188.31097412109375,136.29446411132812,365.6988525390625
2023-11-20,190.0581817626953,137.2698211669922,373.20367431640625
2023-11-21,189.2540740966797,137.96652221679688,368.8827209472656
2023-11-22,189.919189453125,139.35992431640625,373.60906982421875
2023-11-24,188.5889434814453,137.5684051513672,373.1937561035156
2023-11-27,188.41026306152344,137.3992156982422,374.3605041503906
2023-11-28,189.01580810546875,137.96652221679688,378.4046630859375
2023-11-29,187.99330139160156,135.75698852539062,374.5978698730469
2023-11-30,188.569091796875,133.28866577148438,374.6571350097656
2023-12-01,189.84971618652344,132.6915283203125,370.3065490722656
2023-12-04,188.05287170410156,130.0142059326172,364.996826171875
2023-12-05,192.01385498046875,131.76589965820312,368.3388671875
2023-12-06,190.92184448242188,130.81040954589844,364.6606140136719
2023-12-07,192.85768127441406,137.79733276367188,366.7865295410156
2023-12-08,194.28721618652344,135.995849609375,370.0296936035156
2023-12-11,191.77560424804688,134.0649871826172,367.1325988769531
2023-12-12,193.2944793701172,133.00999450683594,370.1780090332031
2023-12-13,196.52084350585938,133.33847045898438,370.1680908203125
2023-12-14,196.6697540283203,132.57208251953125,361.82281494140625
2023-12-15,196.1337127685547,133.20904541015625,366.5689697265625
2023-12-18,194.4658966064453,136.5432586669922,368.4674072265625
2023-12-19,195.50827026367188,137.44898986816406,369.070556640625
2023-12-20,193.41360473632812,139.0016326904297,366.4601745605469
2023-12-21,193.26467895507812,141.1315460205078,369.3474426269531
2023-12-22,192.19256591796875,142.04721069335938,370.375732421875
2023-12-26,191.64654541015625,142.146728515625,370.454833984375
2023-12-27,191.74583435058594,140.7732391357422,369.8714904785156
2023-12-28,192.17269897460938,140.61398315429688,371.0679016113281
2023-12-29,191.1303253173828,140.26564025878906,371.81939697265625
